x,y,z,cluster
4.4102,1.3067,2.3213,Alpha
4.2325,3.8259,3.9266,Alpha
4.6461,0.8523,2.6907,Alpha
3.2626,3.5604,3.1317,Alpha
5.362,2.1239,3.1971,Alpha
1.5275,2.0574,1.4518,Alpha
3.5087,2.2301,3.3909,Alpha
1.8631,4.0928,4.1429,Alpha
4.533,2.1697,2.2688,Alpha
3.8958,4.7196,2.5493,Alpha
3.124,1.8914,3.1972,Alpha
4.4907,5.102,4.4618,Alpha
3.8927,5.0887,3.5463,Alpha
2.45,1.7679,3.1228,Alpha
2.7941,1.3309,1.6665,Alpha
3.7844,2.5714,2.3103,Alpha
6.6912,2.3459,1.1375,Alpha
2.2923,2.7763,2.8028,Alpha
3.9226,1.1029,2.4641,Alpha
2.9251,2.7658,1.1161,Alpha
5.0293,5.8077,1.9133,Alpha
3.8244,5.5768,1.831,Alpha
5.1423,4.4609,3.4142,Alpha
4.5353,3.7085,2.9347,Alpha
5.1439,2.5507,3.4234,Alpha
6.744,4.0379,1.6963,Alpha
3.6369,2.4297,3.2995,Alpha
4.4795,2.0435,3.1977,Alpha
4.1914,2.9045,3.4296,Alpha
5.4309,3.3789,2.9371,Alpha
3.6759,2.8348,3.237,Alpha
3.1661,4.2685,2.0836,Alpha
3.9925,1.1145,3.0995,Alpha
4.0783,5.0868,3.175,Alpha
4.2137,5.1451,3.604,Alpha
3.9272,4.5497,2.9832,Alpha
5.6667,2.2024,1.1497,Alpha
4.4836,2.5169,1.6673,Alpha
4.1849,5.1174,5.4587,Alpha
4.5275,2.725,2.8789,Alpha
5.4765,3.3462,2.2634,Alpha
2.6663,4.3969,3.7734,Alpha
3.1456,1.5557,1.4863,Alpha
4.4814,0.0222,4.8619,Alpha
2.8298,2.7468,3.5227,Alpha
2.3404,3.2906,3.0275,Alpha
2.8502,2.6892,2.6653,Alpha
3.2072,3.8161,3.1137,Alpha
4.3343,1.7195,3.9927,Alpha
3.6449,4.3359,3.6155,Alpha
2.6874,2.1392,3.4678,Alpha
4.0927,4.7071,1.7096,Alpha
4.0482,2.4774,3.4988,Alpha
6.7325,3.2337,2.1969,Alpha
3.1362,2.6431,4.3147,Alpha
3.3027,2.3288,3.3614,Alpha
4.3527,1.5123,3.1968,Alpha
4.2246,3.3325,5.1968,Alpha
4.996,5.7501,3.5197,Alpha
4.2547,2.25,3.557,Alpha
3.6309,1.9269,2.0283,Alpha
3.621,1.9782,2.4547,Alpha
2.7219,4.1424,2.7598,Alpha
2.6455,3.4291,2.7039,Alpha
3.9153,4.0187,2.8464,Alpha
4.1798,2.0842,4.2361,Alpha
5.5277,2.8814,4.027,Alpha
6.1594,5.282,3.1588,Alpha
4.601,3.249,3.4346,Alpha
3.2474,3.1149,2.4658,Alpha
-5.814,-1.5044,3.2934,Beta
-5.2307,-1.6551,3.7361,Beta
-3.6883,-3.7547,2.9175,Beta
-3.6165,-2.0219,4.969,Beta
-4.4559,-2.1184,4.1085,Beta
-4.102,-3.0579,4.052,Beta
-4.318,-2.1457,2.5855,Beta
-4.2457,-1.4252,4.4224,Beta
-4.2127,-2.5157,3.5062,Beta
-3.6657,-1.3735,5.0543,Beta
-3.4615,-1.7929,3.1988,Beta
-2.983,-1.5428,5.0292,Beta
-4.2688,-1.9941,5.3559,Beta
-3.4907,-3.1248,3.4192,Beta
-4.8908,-1.8167,3.7217,Beta
-5.0625,-2.3154,3.7734,Beta
-3.7777,-0.362,4.0562,Beta
-2.8121,-1.2419,4.3161,Beta
-3.2569,-1.8196,4.1323,Beta
-2.8203,-2.2052,4.0733,Beta
-3.475,-3.2209,4.5677,Beta
-4.4102,-0.9457,4.608,Beta
-4.734,-2.1857,4.6336,Beta
-3.6428,-1.4655,3.0866,Beta
-4.5062,-2.3751,3.5779,Beta
-4.0988,-2.2113,4.4519,Beta
-4.7182,-2.095,4.2452,Beta
-4.9941,-1.2921,4.1619,Beta
-4.6981,-3.1862,5.0188,Beta
-4.6804,-2.1952,5.2083,Beta
-4.6798,-1.8042,4.0761,Beta
-3.5667,-1.3579,2.9542,Beta
-5.4796,-1.1829,4.2206,Beta
-4.7711,-2.1614,4.2914,Beta
-3.867,-0.8819,4.5348,Beta
-5.5378,-2.9067,4.9064,Beta
-5.3365,-2.0862,3.3212,Beta
-5.17,-3.7701,2.9607,Beta
-4.4231,-1.3992,3.1106,Beta
-2.8397,-0.9369,3.7279,Beta
-2.9137,-1.4352,3.6732,Beta
-4.6472,-3.2571,3.3211,Beta
-3.0554,-2.6786,4.1278,Beta
-3.7784,-0.3072,3.8797,Beta
-3.4339,-1.5088,6.0654,Beta
-4.4757,-3.4069,3.6513,Beta
-4.568,-2.4216,3.2574,Beta
-4.8716,-3.071,3.5895,Beta
-3.6441,-2.6067,3.2704,Beta
-3.4381,-0.673,3.6875,Beta
-3.3187,-2.0525,4.5225,Beta
-4.5946,-2.4255,4.177,Beta
-2.6191,-2.2827,4.5828,Beta
-4.4781,-1.6955,4.7074,Beta
-4.583,-1.5142,3.8765,Beta
-3.8824,-2.4452,4.335,Beta
-4.3027,-0.6776,5.1621,Beta
-3.7536,-1.6079,3.1177,Beta
-4.1867,-2.8905,3.867,Beta
-3.5505,-2.8835,4.8017,Beta
-3.4088,-1.6098,4.1127,Beta
-3.7729,-1.2827,5.2227,Beta
-3.8969,-1.4037,3.2383,Beta
-3.7194,-2.292,4.6475,Beta
-3.5398,-0.6153,4.1402,Beta
-4.4344,-2.4973,3.6703,Beta
-4.1687,-2.1955,3.1491,Beta
-4.9332,-1.8871,5.0741,Beta
-3.8074,-1.6855,3.3728,Beta
-3.5057,-1.5928,4.4034,Beta
-3.666,-2.4534,4.3299,Beta
-3.1727,-3.1695,5.6314,Beta
-3.7669,-3.377,4.341,Beta
-3.8622,-1.9246,3.8296,Beta
-4.4254,-2.4191,4.4588,Beta
-3.6834,-3.0076,3.9781,Beta
-3.6259,-2.4792,4.7854,Beta
-3.6645,-2.5964,4.3875,Beta
-3.1387,-3.7744,4.0343,Beta
-4.4921,-1.0365,3.9267,Beta
-3.6398,-3.6088,4.4144,Beta
-3.2672,-1.5288,2.9669,Beta
-2.4117,-3.5511,4.4877,Beta
-4.1834,-2.1474,4.3262,Beta
-3.6584,-3.9645,4.562,Beta
-2.015,-2.485,5.5154,Beta
-6.1394,-2.3313,4.0933,Beta
-5.5762,-1.2237,4.4461,Beta
-3.6118,-0.6764,4.3108,Beta
-4.4495,-1.6545,4.4543,Beta
-4.4101,-1.1539,3.123,Beta
-2.5857,-1.3125,4.0687,Beta
-3.7996,-2.1728,3.9913,Beta
-2.5751,-2.8043,4.1145,Beta
-3.6942,-1.1378,4.4887,Beta
-6.0816,0.3667,3.6792,Beta
-4.0104,-1.8289,3.3835,Beta
-4.5671,-4.1089,3.8832,Beta
-5.2371,-1.9961,4.6805,Beta
-5.5236,-2.9712,4.4914,Beta
-1.523,-2.8554,3.701,Beta
-4.0118,-2.667,3.5411,Beta
-3.2059,-1.6534,3.74,Beta
-3.8841,-3.0298,4.6393,Beta
-4.3264,-1.5697,3.3756,Beta
-4.1154,-1.8407,3.7778,Beta
-4.2155,-3.4851,4.3226,Beta
-4.5672,-2.0707,4.5143,Beta
-4.3083,-2.7744,4.67,Beta
-5.396,-1.5554,3.0848,Beta
-4.4428,-0.4368,4.7029,Beta
-3.948,-1.6352,2.8075,Beta
-3.7937,-2.2691,2.9968,Beta
-3.6,-1.3583,3.1356,Beta
-3.8788,-1.4663,4.2982,Beta
-4.2159,-1.757,3.9235,Beta
-5.0548,-2.2882,4.2996,Beta
-2.4418,-2.0692,3.8792,Beta
-3.1859,-2.2433,4.3121,Beta
-3.6386,0.1329,4.1667,Beta
-3.8175,-2.2475,4.3402,Beta
-5.3554,-1.2641,4.1102,Beta
-3.8446,-2.4407,3.8249,Beta
-2.3759,-2.05,4.0449,Beta
-3.4398,0.359,5.3199,Beta
-3.4913,-2.4067,3.6174,Beta
-3.5343,-1.767,3.5326,Beta
-4.1329,-2.1914,4.0911,Beta
-3.8912,-2.8303,4.0034,Beta
-3.92,-0.5817,5.1283,Beta
-3.9824,-1.3245,4.091,Beta
-4.4762,-0.6734,4.1105,Beta
-4.0371,-2.707,4.7853,Beta
-5.109,-2.129,4.0162,Beta
-3.7306,-1.8261,2.9372,Beta
-4.584,-2.7723,4.3941,Beta
-3.8458,-1.6107,3.8516,Beta
-4.8134,-2.2193,3.9503,Beta
-4.8376,-2.6474,4.0878,Beta
-3.7408,-2.3919,3.7557,Beta
-4.1648,-1.9251,4.0205,Beta
-4.6557,-1.3874,3.7052,Beta
-3.7079,-2.2515,3.8478,Beta
-2.1274,-3.3679,3.5895,Beta
-1.6957,-2.6129,3.4385,Beta
-4.9802,-2.8704,4.6295,Beta
-3.5695,-1.6251,3.3988,Beta
-4.6715,-2.3015,4.3998,Beta
-4.5543,-2.3275,3.7324,Beta
-2.0401,-2.3727,3.8044,Beta
-2.3821,-0.8682,3.5784,Beta
-4.7757,-2.287,4.9585,Beta
-3.6953,-0.7337,4.3308,Beta
-3.7385,-2.49,4.1304,Beta
-2.9653,-2.035,4.7363,Beta
-4.2342,-1.0839,3.7866,Beta
-3.9875,-2.1475,2.2452,Beta
-6.1483,-2.6175,4.3871,Beta
-4.309,-2.3084,4.0117,Beta
-3.5343,-2.2954,4.3076,Beta
-4.5023,-3.2206,3.6911,Beta
-5.3446,-1.4083,4.3903,Beta
-4.6894,-1.3782,4.7399,Beta
-4.4658,-2.2268,3.374,Beta
-4.5396,-2.1596,4.1476,Beta
-4.52,-3.3011,3.9839,Beta
-3.4018,-2.4862,3.0837,Beta
-2.8637,-3.6964,5.0452,Beta
-5.2665,-1.2423,3.885,Beta
-4.5113,-1.8698,2.828,Beta
-2.6343,-2.9966,4.421,Beta
-4.3621,-2.4156,5.2525,Beta
-4.3854,-3.8912,3.2196,Beta
-3.8679,-2.9006,4.3418,Beta
-3.143,-2.4378,3.766,Beta
-3.4221,-2.7848,2.7405,Beta
-4.1727,-0.6712,3.6461,Beta
-2.612,-0.817,4.4154,Beta
-3.2417,-1.5735,4.4115,Beta
-4.4913,-1.8506,3.4119,Beta
-5.2434,-3.1154,5.0313,Beta
-4.6308,-2.929,4.5605,Beta
-3.6692,-1.7283,4.5247,Beta
-2.5193,-1.2812,4.3821,Beta
-2.9279,-2.2776,3.0612,Beta
-4.6828,-2.1931,4.2889,Beta
-4.7013,-1.7585,3.7374,Beta
-4.1122,-2.8114,4.2336,Beta
-4.4111,-1.7918,4.5523,Beta
-3.4675,-2.2282,4.679,Beta
-2.8946,-1.3818,4.5945,Beta
-2.8537,-3.0431,4.339,Beta
-5.411,-3.1234,3.4944,Beta
-3.5349,-1.5405,3.5877,Beta
-4.5202,-1.2012,4.5126,Beta
-5.49,-2.0224,4.9018,Beta
-3.7458,-3.249,4.0106,Beta
-2.9016,-1.5845,3.8699,Beta
-3.7477,-3.1453,4.6894,Beta
-3.9508,-2.8089,4.3228,Beta
-3.1582,-1.1757,6.2073,Beta
-3.0938,-1.9424,3.1987,Beta
-6.2046,-2.3125,4.1714,Beta
-2.7789,-2.209,4.1122,Beta
-4.1873,-2.4457,3.3384,Beta
-3.8231,-1.0715,3.6981,Beta
-4.4903,-1.9753,3.715,Beta
-3.7575,-1.7175,4.0909,Beta
-3.5277,-2.2791,4.4813,Beta
-2.3915,-1.9369,3.8105,Beta
-4.6832,-3.1997,3.4438,Beta
-4.106,-1.7056,4.2961,Beta
-4.9101,-1.8418,3.3141,Beta
-3.7895,-1.8966,3.4545,Beta
-4.1005,-1.4872,4.1964,Beta
-3.6393,-2.5005,3.0354,Beta
-4.252,-1.7211,3.0805,Beta
-4.471,-3.0187,4.6761,Beta
-5.0586,-2.353,4.8032,Beta
-4.6147,-1.4453,3.0122,Beta
-3.444,-3.1175,4.9997,Beta
-3.6806,-1.7562,4.2124,Beta
-3.5692,-3.2391,3.5459,Beta
-5.4437,-1.3102,4.6453,Beta
-3.3101,-1.0035,4.3079,Beta
-4.0816,-2.1948,3.0178,Beta
-3.7108,-2.5987,3.6867,Beta
-3.7448,-2.8472,4.2752,Beta
-4.1347,-1.9108,4.8689,Beta
-3.017,-3.3759,5.0632,Beta
-3.4801,-2.5181,5.3598,Beta
-4.2449,-3.3125,4.0161,Beta
-4.7713,-2.0993,3.3319,Beta
-4.724,-2.1149,3.9277,Beta
-3.1409,-0.1678,4.1867,Beta
-5.7198,-1.3454,4.2934,Beta
-4.9215,-0.7667,2.9011,Beta
-3.9768,-0.9056,3.8603,Beta
-3.3817,-1.3925,3.814,Beta
-4.421,-2.0925,4.8417,Beta
-2.1669,-1.4346,4.4215,Beta
-2.2545,-3.1139,3.9463,Beta
-4.2692,-2.1685,4.4744,Beta
-0.9396,-1.1154,3.2845,Beta
-3.182,-1.0463,3.6235,Beta
-3.8125,-1.3761,4.7035,Beta
-3.3529,-3.7805,4.1838,Beta
-2.8449,-2.7285,4.3628,Beta
-3.8201,-2.3824,3.9084,Beta
-4.5801,-0.6812,4.9797,Beta
-3.662,-2.918,5.7523,Beta
-5.2062,-0.1198,4.0824,Beta
-4.8683,-2.262,4.3857,Beta
-3.9649,0.0987,3.6934,Beta
-3.9745,-1.2352,3.4964,Beta
-3.3458,-2.4497,3.3005,Beta
-2.5182,-2.5417,5.462,Beta
-3.9995,-2.9327,2.9571,Beta
-4.9591,-2.1248,4.685,Beta
-2.9022,-2.2406,3.7192,Beta
-4.1164,-2.5066,4.0183,Beta
-5.3496,-0.9603,4.3415,Beta
-5.3614,-1.2543,3.9367,Beta
-2.5844,-3.4159,3.1519,Beta
-3.7427,-2.8027,4.2378,Beta
-3.9399,-1.449,3.157,Beta
-4.1727,-2.1292,5.8313,Beta
-4.3617,-1.3797,3.564,Beta
-3.0646,-0.5418,3.7402,Beta
-4.4377,-1.2331,3.6239,Beta
-3.1833,-1.1192,3.5672,Beta
-4.1703,-2.1026,4.5048,Beta
-2.0902,-0.2015,3.5918,Beta
-4.0388,-1.6232,3.2109,Beta
-3.0289,-1.8108,4.4974,Beta
-6.1527,-2.3038,4.1465,Beta
-3.3084,-1.678,4.2225,Beta
-3.1513,-2.4018,3.7888,Beta
-2.6198,-1.8541,5.236,Beta
-3.0687,-1.6922,3.4059,Beta
-4.3891,-2.8393,4.1718,Beta
-5.5094,-0.5194,3.387,Beta
-3.7961,-2.576,4.529,Beta
-4.2972,-1.8793,3.2143,Beta
-3.2201,-1.3145,4.1473,Beta
-3.8937,-2.1722,4.5125,Beta
-4.615,-2.4939,3.7184,Beta
-3.9668,-2.4796,2.8357,Beta
-4.3128,-2.1704,5.0758,Beta
-3.0266,-3.8984,3.7198,Beta
-4.6938,-1.7377,3.1628,Beta
-4.4939,-2.2236,3.0648,Beta
-3.5769,-1.3002,3.2371,Beta
-3.6065,-2.8628,3.9237,Beta
-4.161,-1.9169,3.0937,Beta
-4.8997,-2.624,4.1954,Beta
-4.2017,-2.2151,3.6934,Beta
-4.5057,-2.4336,2.8926,Beta
-4.6551,-2.5249,2.7025,Beta
-4.2309,-2.414,4.9857,Beta
-4.7898,-1.9674,3.9325,Beta
-4.0695,-3.1761,5.0703,Beta
-3.6394,-2.7811,3.8501,Beta
-4.68,-1.9852,4.3258,Beta
-3.937,-1.6646,4.7539,Beta
-3.0745,-3.4184,4.463,Beta
-4.1949,-1.0947,3.5429,Beta
-3.7202,-2.2819,4.3225,Beta
-5.5123,-1.8756,4.0791,Beta
-5.0138,-0.6629,3.526,Beta
-5.077,-2.2235,3.7669,Beta
-3.2528,-2.2266,3.9878,Beta
-5.1669,-1.3651,3.8384,Beta
-2.997,-1.9752,3.9953,Beta
-2.7879,-2.1014,4.6674,Beta
-1.8759,-2.0369,3.2629,Beta
-2.84,-0.1405,4.1547,Beta
-3.4751,-3.4112,3.2956,Beta
-5.4229,-2.0913,4.614,Beta
-5.1077,-2.9277,4.4365,Beta
-5.9727,-0.8543,3.1842,Beta
-5.0282,-1.2703,3.2845,Beta
-4.299,-2.4181,4.7413,Beta
-2.6665,-2.193,4.0512,Beta
-4.1016,-1.8425,3.8987,Beta
-3.1456,-0.6588,4.3854,Beta
-4.2109,-2.131,4.9437,Beta
-4.4492,-2.4434,4.6055,Beta
-3.4361,-1.9987,5.1177,Beta
-4.171,-2.1297,3.5834,Beta
-5.6763,-2.276,3.51,Beta
-4.8142,-2.0331,4.3308,Beta
-5.5794,-2.4678,3.7741,Beta
-4.6224,0.3967,4.4845,Beta
-5.0622,-2.154,3.8981,Beta
-3.24,-1.8587,4.4478,Beta
-3.5169,0.0174,2.8946,Beta
-4.3621,-3.2717,3.1727,Beta
-3.4591,-2.6368,2.8518,Beta
-5.048,-3.3037,3.7423,Beta
-3.3885,-3.1297,3.4155,Beta
-4.4728,-2.4362,3.7652,Beta
-5.2382,-2.6026,3.8032,Beta
-3.6612,-1.5769,5.1754,Beta
-3.9831,-1.7031,3.804,Beta
-3.4109,-3.3973,3.1448,Beta
-4.3592,-1.4122,3.9576,Beta
-4.3044,-1.941,3.8789,Beta
-4.088,-1.5101,4.1084,Beta
-3.5653,-0.7354,5.0389,Beta
-4.1117,-1.813,2.9223,Beta
-3.172,-2.2742,3.5961,Beta
-3.1161,-1.973,3.5802,Beta
-3.8342,0.2786,3.9552,Beta
-5.448,-2.1861,4.0081,Beta
-3.5375,-2.1996,3.8661,Beta
-3.7614,-1.8115,3.6054,Beta
-3.8247,-1.2311,4.3862,Beta
-4.3742,-2.0711,4.6999,Beta
-4.0281,-1.3678,3.4053,Beta
-5.251,-2.6476,4.1814,Beta
-5.1711,-0.7786,3.6243,Beta
-5.2612,-1.9874,4.5296,Beta
-3.3425,-0.9351,3.9025,Beta
-4.6227,-1.3446,4.4322,Beta
-4.1067,-2.8559,4.1924,Beta
-3.0996,-2.969,3.7716,Beta
-3.7087,-1.3684,4.7558,Beta
-4.6918,-1.4807,4.0448,Beta
-4.6583,-2.9678,4.3531,Beta
-3.4214,-2.4463,4.064,Beta
-2.5436,-1.7315,4.74,Beta
-4.031,-0.4322,3.2483,Beta
-3.6178,-1.9249,3.5417,Beta
-5.3609,-1.4915,4.199,Beta
-5.4657,-2.0183,3.5251,Beta
-3.9561,-2.9224,3.1444,Beta
-4.6412,-2.9264,4.0999,Beta
-4.9206,-2.7103,5.6437,Beta
-3.3076,-3.4912,4.0482,Beta
-4.8477,-2.0677,3.5891,Beta
-4.3228,-1.164,4.8816,Beta
-3.9118,-2.9293,2.5796,Beta
-3.2146,-1.7444,4.479,Beta
-4.8136,-2.7371,4.9866,Beta
-3.5612,-3.0095,4.329,Beta
-3.0434,-1.6521,4.1788,Beta
-3.56,-1.1841,3.5733,Beta
-4.5279,-2.5996,4.0302,Beta
-2.8754,-2.0768,4.0382,Beta
-3.2153,-3.027,4.9508,Beta
-2.5731,-1.0134,4.5772,Beta
-4.9869,-1.4472,3.7027,Beta
-4.2057,-2.2015,3.2595,Beta
-3.9702,-1.4019,3.9462,Beta
-5.0631,-2.4942,5.3299,Beta
-2.7915,-1.3772,3.8105,Beta
-3.4442,-3.0838,4.3213,Beta
-3.282,-2.3489,3.673,Beta
-3.5197,-3.201,3.7006,Beta
-3.01,-1.5334,4.5908,Beta
-3.8487,-1.7166,3.8131,Beta
-6.0189,-2.3697,4.8298,Beta
-4.7119,-2.7908,3.433,Beta
-2.9919,-2.0154,3.9676,Beta
-4.2765,-3.1095,3.1771,Beta
-4.6404,-2.0387,3.5593,Beta
-4.3003,-1.4103,3.9633,Beta
-3.9889,-2.9079,4.0735,Beta
-5.4197,-1.737,4.6487,Beta
-3.1354,-2.1339,2.9828,Beta
-4.2937,-3.4154,4.1279,Beta
-3.8243,-2.3321,2.3652,Beta
-2.3154,-3.0369,4.4106,Beta
-3.5073,-3.1097,4.7094,Beta
-3.3648,-2.9982,3.0508,Beta
-4.9593,-2.3282,5.2598,Beta
-3.6678,-2.6766,4.6495,Beta
-4.4257,-1.7173,5.1212,Beta
-4.8749,-2.8246,3.1094,Beta
-4.2588,-1.9699,5.0346,Beta
-3.3238,-2.4347,4.5192,Beta
-3.4453,-1.8828,5.3591,Beta
-5.1089,-1.0368,2.4568,Beta
-3.2751,-0.6239,4.9353,Beta
-5.2414,-0.1393,4.3696,Beta
-3.1546,-1.5459,4.5353,Beta
-4.363,-1.7006,3.9499,Beta
-2.7297,-0.84,3.0034,Beta
-4.4095,-1.75,4.1028,Beta
-3.8411,-1.0115,3.0101,Beta
-2.6532,-3.5839,3.3877,Beta
-4.2804,-3.3181,3.6991,Beta
-5.8441,-1.8556,4.3679,Beta
-3.7695,-0.7079,4.3614,Beta
-3.9389,-1.7845,3.4999,Beta
-3.1155,-0.9125,3.0611,Beta
-4.1392,-1.009,4.2593,Beta
-3.5375,-2.2603,4.6767,Beta
-2.9672,-1.7186,3.7829,Beta
-4.3347,-2.6883,4.4763,Beta
-4.1226,-2.3157,5.4228,Beta
-2.262,-1.9628,4.5856,Beta
-5.1064,-1.8355,2.5232,Beta
-3.8909,-2.6702,4.1224,Beta
-4.1014,-1.5871,4.3473,Beta
-4.6469,-0.1005,2.2792,Beta
-3.432,-2.7971,4.0096,Beta
-3.124,-3.122,4.0674,Beta
-3.5871,-1.9368,4.873,Beta
-3.9726,-2.8829,4.7624,Beta
-4.6383,-1.8327,3.9199,Beta
-2.5644,-2.573,3.9721,Beta
-4.4374,-2.7943,4.8471,Beta
-4.6831,-1.558,4.5691,Beta
-4.9037,-2.3664,4.3995,Beta
-2.9023,-2.2474,3.6953,Beta
-4.7487,-3.3785,4.2221,Beta
-3.8328,-2.9237,3.9788,Beta
-4.3156,0.1448,4.0002,Beta
-3.5907,-1.8714,3.8553,Beta
-4.5912,-2.5405,3.6506,Beta
-4.4481,-3.4095,2.5859,Beta
-2.6651,-2.1027,4.2266,Beta
-3.2053,-1.5259,5.0572,Beta
-3.7329,-1.9982,3.9987,Beta
-3.7847,-3.0499,5.5318,Beta
-5.2568,-1.3632,4.3698,Beta
-3.5646,-2.7589,4.4503,Beta
-3.5552,-1.527,4.5809,Beta
-4.835,-2.4953,4.0225,Beta
-2.47,-2.3618,3.418,Beta
-3.8891,-2.8208,3.5777,Beta
-3.1923,-1.8539,2.9803,Beta
-4.3984,-1.7848,4.9826,Beta
-2.8393,-2.8499,3.9993,Beta
-3.1165,-0.3638,4.2521,Beta
-3.4363,-1.9314,3.736,Beta
-3.3326,-1.6657,4.3718,Beta
-3.8046,-1.1256,4.5819,Beta
-5.1924,-1.8825,3.929,Beta
-3.454,-1.6556,3.3577,Beta
-5.6202,0.0967,3.6595,Beta
-3.5756,-2.4195,4.6994,Beta
-3.7511,-2.9753,4.3218,Beta
-3.6488,-1.801,4.5493,Beta
-4.5436,-2.7771,5.0616,Beta
-4.3916,-0.8307,3.1907,Beta
-4.1846,-1.2373,4.236,Beta
-3.5226,-2.5752,3.2204,Beta
-5.4875,-1.5332,3.3057,Beta
-3.9086,-1.8922,5.1429,Beta
-2.5311,-2.2555,4.1768,Beta
-3.8387,-3.1683,4.7007,Beta
-4.2291,-2.471,4.2308,Beta
-3.8331,-2.7533,3.7397,Beta
-4.0884,-1.6936,4.8078,Beta
-3.5304,-3.2068,3.7963,Beta
-4.072,-2.4192,4.3368,Beta
-3.9458,-0.9526,3.6145,Beta
-4.2996,-2.1692,5.2646,Beta
-5.3646,-1.874,4.6414,Beta
-4.1839,-1.5807,3.6071,Beta
-3.5619,-1.4322,4.2404,Beta
-3.3866,-1.6487,4.788,Beta
-4.9315,-2.0027,3.591,Beta
-4.3815,-2.2456,4.9187,Beta
-3.4685,-0.5368,3.9621,Beta
-4.0002,-0.7146,3.0305,Beta
-4.0857,-0.7478,3.9452,Beta
-3.4849,-1.0498,3.6923,Beta
-2.5281,-1.1515,2.5443,Beta
-3.4842,-1.4574,5.0589,Beta
-3.2243,-2.838,2.8259,Beta
-5.2758,-1.7841,3.6867,Beta
-5.1066,-2.16,5.0792,Beta
-3.415,-1.2084,5.1231,Beta
-2.7608,-3.0187,4.7779,Beta
-4.7204,-1.872,4.7654,Beta
-3.683,-2.3254,4.3737,Beta
-3.3809,-0.9909,4.356,Beta
-3.6255,-2.1291,2.8777,Beta
-4.9379,-2.4539,3.1101,Beta
-4.692,-3.3002,3.7029,Beta
-2.5924,-2.0004,4.5422,Beta
-4.3295,0.0141,4.1876,Beta
-3.633,-2.597,3.9797,Beta
-5.739,-2.5999,2.8307,Beta
-3.8223,-2.8599,4.9022,Beta
-5.6205,-1.8585,4.3006,Beta
-4.533,-2.8911,3.8178,Beta
-3.4059,-2.0394,5.0526,Beta
-3.9407,-3.4803,4.6623,Beta
-3.4936,-2.6199,4.8526,Beta
-3.201,-1.6541,3.02,Beta
-3.3933,-1.5945,4.1315,Beta
-3.461,-0.6097,3.597,Beta
-4.1413,-0.8858,3.4394,Beta
-5.2829,-0.2563,4.0168,Beta
-2.8383,-1.0631,4.759,Beta
-3.9569,-2.922,4.5645,Beta
-2.9782,-0.7869,3.7375,Beta
-2.8699,-3.0406,3.5118,Beta
-4.3249,-1.9251,3.7991,Beta
-3.5816,0.0972,4.1593,Beta
-3.5858,-2.9535,3.4453,Beta
-5.1432,-1.974,3.1167,Beta
-5.9333,-1.1561,3.966,Beta
-4.3711,-0.8445,4.5505,Beta
-3.9044,-1.3667,4.553,Beta
-2.3861,-1.6085,3.0299,Beta
-3.6037,-0.9993,3.6497,Beta
-3.4835,-1.4795,4.374,Beta
-3.3326,-1.2429,4.3485,Beta
-2.6814,-2.4039,3.8087,Beta
-3.8506,-0.5111,4.5685,Beta
-3.3416,-1.6044,4.0439,Beta
-6.6409,-1.4539,3.4368,Beta
-3.7767,-3.3993,3.9644,Beta
-3.6387,-2.3399,3.0886,Beta
-5.4358,-2.4606,5.4461,Beta
-5.5022,-1.7345,3.4443,Beta
-5.4401,-1.7503,4.0136,Beta
-5.4112,-1.8759,5.1373,Beta
-4.2854,-3.2087,2.0372,Beta
-3.1148,-1.6629,5.597,Beta
-2.8722,-2.7058,3.6784,Beta
-2.9514,-3.2719,3.5497,Beta
-4.0601,-0.9054,5.1271,Beta
-2.9542,-0.8762,5.4836,Beta
-4.5739,-0.2022,5.0112,Beta
-4.3297,-1.9324,3.9074,Beta
-4.4293,-2.7667,4.266,Beta
-3.5245,-0.8639,3.5231,Beta
-4.5692,-2.5035,4.5391,Beta
-3.8539,-0.7057,4.1268,Beta
-3.5815,-1.2565,4.4858,Beta
-3.2814,-3.1703,4.7415,Beta
-3.7586,-1.689,3.1325,Beta
-4.1975,-2.7775,4.2747,Beta
-4.0979,-2.4067,3.7161,Beta
-5.3131,-4.8147,3.7659,Beta
-3.7465,-1.9934,4.6163,Beta
-3.8501,-1.0688,5.7455,Beta
-6.0073,-1.4116,3.5357,Beta
-2.3566,-0.9159,3.5025,Beta
-5.4299,-3.7139,3.8951,Beta
-5.5064,-2.0214,2.4369,Beta
-3.8305,-3.1041,3.3258,Beta
-3.2729,-1.0861,3.6898,Beta
-3.3942,-1.7043,5.9431,Beta
-4.0219,-1.2072,3.3698,Beta
-5.0989,-2.2115,4.1496,Beta
-3.3651,-1.1826,3.3724,Beta
-3.744,-3.0388,2.8154,Beta
-3.337,-2.1081,4.5317,Beta
-4.1785,-1.6433,4.0958,Beta
-4.2226,-3.1463,4.6823,Beta
-3.5146,-1.2996,3.2131,Beta
-3.1635,-0.5593,5.2332,Beta
-3.207,-2.5943,4.8031,Beta
-4.0595,-4.497,2.0858,Beta
-4.6826,-3.2053,3.7675,Beta
-4.5748,-1.7034,4.2519,Beta
-4.0091,-3.5553,3.6719,Beta
-4.186,-3.2546,4.0954,Beta
-3.8441,-1.2277,3.8838,Beta
-3.7073,-0.3765,2.4535,Beta
-3.8359,-1.2871,4.3662,Beta
