x,y,z,intensity
7.5246,1.7003,0.5642,0.09239
4.4972,2.7831,-0.1903,0.39849
-0.5773,3.7447,0.6455,0.54854
6.6415,-3.9974,-0.0299,0.06011
3.192,4.7832,0.3104,0.33166
0.5905,2.4798,1.6416,0.58991
-1.6478,-3.8485,0.279,0.34571
4.3597,2.4243,0.2468,0.43125
-4.5976,-7.4023,0.1068,0.09559
6.6234,-1.5707,0.0649,0.14287
4.6994,1.5946,-0.1971,0.40621
1.5131,2.0864,0.0364,0.59105
8.6307,-0.5975,-0.1779,0.11671
-3.6093,7.036,-0.0822,0.17354
-6.2095,-1.5274,0.0289,0.32537
5.6986,-3.3498,0.0389,0.20655
3.3184,-0.8289,0.2477,0.45299
-4.365,-7.1003,0.4839,0.14219
-1.5888,-4.5351,0.7294,0.30183
2.8056,4.4566,-0.0296,0.19054
-4.3926,-5.2678,-0.3391,0.17366
-1.9874,-4.5496,0.9428,0.36008
-5.3654,6.5791,0.3473,0.1766
-6.0775,-0.9759,-0.4117,0.3148
9.6133,5.9256,0.0059,0.12655
3.365,2.9668,-0.1551,0.24671
-5.8519,1.1072,0.485,0.33738
8.2488,-0.9184,-0.4696,0.09073
-7.9178,3.787,0.3245,0.1517
-2.1405,4.4028,-0.3902,0.34915
5.2336,-3.9459,-0.2381,0.16049
3.9157,4.0682,-0.1048,0.27506
-6.9676,-0.8261,0.1204,0.16132
7.2306,5.5637,0.2053,0.06762
-9.9185,1.8857,-0.24,0.07851
-5.7082,-2.0012,-0.1874,0.21697
-1.3051,-0.5419,-1.1939,0.61286
1.0611,-1.991,0.0606,0.53192
1.1574,1.9283,0.5802,0.45736
-2.5425,-1.0148,1.2188,0.57261
-6.5707,5.9152,0.0242,0.08231
-5.8993,-2.5118,-0.0587,0.17134
-1.3609,-4.1588,-0.7855,0.36576
2.7331,-0.6033,0.5461,0.45565
0.5653,-9.0506,-0.0697,0.0247
4.0817,-5.0651,-0.2154,0.22926
0.2593,5.4663,-0.2175,0.14185
-1.2914,-9.33,0.1342,0.15133
-2.9647,-2.283,-0.0187,0.33481
3.4683,-0.9225,0.7997,0.26186
-5.7762,0.3259,-0.5676,0.26019
7.839,4.169,-0.2699,0.0818
-8.1422,2.4804,0.475,0.07488
-1.9404,3.5745,0.43,0.30585
-2.4386,-3.961,0.3932,0.23049
3.3481,2.4871,-0.4723,0.36308
-2.2877,-6.8151,-0.0545,0.11203
1.7256,-4.7771,-0.15,0.27254
4.1568,2.3106,-0.6185,0.27405
-3.8415,-6.0014,0.4528,0.1276
5.9581,5.6327,0.0576,0.1051
-2.4218,8.5352,-0.0255,0.11662
-6.5081,0.3711,-0.2073,0.16474
-1.7257,-0.077,0.9376,0.63181
-1.3314,6.6773,-0.4463,0.17987
-0.4622,3.4793,1.0865,0.43551
4.5432,-4.8908,-0.2771,0.20454
-1.6728,6.759,0.3451,0.19285
-5.6252,-1.9157,-0.321,0.26239
5.3684,-4.0394,0.1192,0.2068
3.4939,4.7343,0.2062,0.27908
-4.9488,0.9909,0.0581,0.31389
-1.6873,-2.1625,0.2766,0.36614
-5.6234,4.5274,-0.0626,0.09449
-6.12,-4.753,-0.3023,0.1574
8.0829,-0.1804,0.1634,0.13001
5.3427,0.5067,-0.7305,0.24612
2.2383,1.8311,-2.0791,0.524
4.1469,7.4277,0.2014,0.09016
5.0797,1.3119,-0.3151,0.37477
1.3519,2.1659,0.9077,0.30407
0.243,-4.279,0.485,0.18706
-9.835,2.5275,-0.1657,0.11578
0.7285,-9.4229,-0.1181,0.0485
8.6032,1.8044,0.1837,0.15645
4.2366,1.6583,1.1251,0.36334
3.7961,-9.1946,-0.2344,0.08458
-1.1046,-3.4269,-0.0102,0.37415
-9.6589,1.57,-0.1025,0.08592
-0.9876,2.4137,-0.6076,0.40307
3.401,-5.1759,0.2376,0.19853
3.3969,3.9221,0.1441,0.32059
-7.1906,-1.4677,-0.5209,0.2143
5.6365,-3.9012,-0.2004,0.13642
-7.802,4.3339,0.0033,0.13595
-1.092,-8.2507,0.1023,0.10367
7.3936,4.8763,-0.646,0.07441
4.5238,1.4388,-0.0633,0.19691
-2.3893,-7.9247,0.0791,0.15692
-2.8578,-1.6665,0.4563,0.63408
3.6907,2.799,-0.3274,0.2455
-4.2681,2.8643,0.4697,0.35939
-0.8588,-3.9346,0.9235,0.38375
4.1898,3.0809,0.1698,0.45569
1.1179,2.5062,0.3063,0.51364
8.8751,6.6709,-0.0753,0.12149
0.8901,6.1324,-0.0966,0.18697
0.2169,3.5214,0.9321,0.599
-1.1188,-4.8998,0.4725,0.191
-6.914,4.2559,0.2253,0.08185
-2.8379,-6.6562,0.4266,0.09775
3.3584,-5.2793,-1.0371,0.14827
-4.879,5.7565,0.1818,0.10857
-0.8014,3.7017,-0.3255,0.43336
-0.4999,0.0777,0.5575,1.16864
-7.7029,5.9174,-0.5898,0.13869
-6.108,0.1077,-0.4167,0.27929
0.2719,-5.1858,0.5015,0.20698
-3.5994,6.3233,-0.0788,0.14263
-2.2774,4.4134,-0.6169,0.24927
-1.4185,-4.531,0.0285,0.41983
-2.9189,6.4883,-0.3439,0.14992
-6.2026,-4.7242,-0.1596,0.15501
5.6253,-4.3056,0.0348,0.16128
1.5436,6.2635,0.0795,0.15953
1.1295,1.8842,1.1225,0.58425
8.5028,0.0306,-0.2565,0.15938
0.0823,-1.8095,1.6109,0.73149
-5.1717,2.5393,0.4049,0.3403
-3.1596,0.1405,0.4174,0.65074
-0.2115,6.5495,-0.2331,0.19309
-1.5907,-8.4895,-0.2296,0.10986
-2.4313,-2.3495,-0.7466,0.46577
0.3826,-0.8704,0.2518,0.87194
2.5178,-9.2342,-0.0381,0.08832
7.2965,0.4391,-0.126,0.14531
-6.7456,5.5185,-0.1786,0.07839
-2.3787,3.1172,-0.0183,0.31056
-2.8663,-2.1874,-0.4467,0.37811
0.0605,-0.9974,2.1056,0.81092
-0.9578,2.3244,0.2982,0.46271
2.6422,-3.934,-0.9692,0.1727
-7.5941,5.3122,0.0483,0.08276
-1.8701,-7.7911,-0.3136,0.15591
-2.3568,-0.0422,-0.2879,0.73588
1.2213,-1.9146,-0.9457,0.53294
-5.6293,0.6547,-0.3421,0.23073
6.9978,4.9874,-0.333,0.15228
-2.2227,7.2472,0.2326,0.22575
-1.55,3.9723,0.1983,0.27566
-2.6249,-0.6574,-0.5868,0.35857
3.7764,4.3105,-0.6611,0.14678
-3.8777,-7.1043,0.4916,0.05879
8.1681,0.3888,0.1829,0.06202
3.957,-0.2981,0.6489,0.27872
-3.5853,3.4006,-0.8904,0.23123
6.5822,7.7355,-0.197,0.1091
-1.6675,7.3965,0.1522,0.1643
-3.6092,-8.5131,-0.0238,0.12732
-2.3811,-0.6976,0.7172,0.39518
-5.2554,6.3523,0.1126,0.14421
-2.1013,-8.5818,-0.275,0.03553
2.8333,-5.0856,-0.1014,0.15574
-0.006,-1.2259,-0.1751,0.81112
1.9569,-8.1432,-0.338,0.1205
-1.8646,0.2136,-1.2649,0.8867
1.9879,7.0733,0.2432,0.18868
1.1496,-9.0922,-0.1052,0.09265
6.2303,-3.5395,0.3739,0.21384
4.9429,0.0818,-0.7658,0.44912
-5.5926,2.1389,-0.229,0.19393
0.4715,-5.1131,1.0272,0.45837
-3.2644,7.0811,0.2133,0.13523
-6.0866,0.2019,0.6759,0.32963
4.9425,-3.9441,0.3664,0.21593
3.5381,0.4378,-0.5762,0.54449
-3.5081,-6.8487,-0.0919,0.15451
-1.6656,-3.0089,-0.7222,0.41758
1.1773,-2.1903,1.7535,0.38401
1.1839,-8.6916,0.0044,0.14465
-2.7409,-0.6465,-1.0013,0.38709
4.3915,4.07,-0.0638,0.32088
-0.3482,3.5545,-0.1723,0.33405
-2.4829,-1.843,-0.3662,0.61796
3.6158,2.4243,0.4812,0.45715
-6.1642,-0.7726,0.297,0.26813
-0.4229,0.5063,0.6401,1.32751
0.0406,-0.0521,-0.3458,0.95307
-1.0149,3.342,-0.1909,0.40309
-1.0638,-0.2586,-1.3949,0.83756
0.3953,-1.0414,-0.8758,0.75723
-6.609,-4.7754,0.4622,0.09101
-1.5316,0.4786,-0.943,0.67815
0.5373,-0.957,0.7217,0.41812
-2.1681,-8.7492,0.2048,0.08367
6.5844,5.2009,-0.1394,0.08843
-4.3859,7.1567,0.2036,0.07058
-5.8403,-5.4218,0.5317,0.14655
8.58,1.3416,-0.0761,0.13651
-9.5738,0.7519,-0.2523,0.12091
-3.7972,2.4841,-1.2052,0.40943
-2.7114,-4.138,0.1081,0.37833
4.6682,3.6829,0.5233,0.36356
-5.767,-1.76,-0.1129,0.19689
7.8363,-2.1088,0.1543,0.13217
-9.5573,4.2589,-0.2086,0.09019
1.3828,-0.3934,1.1159,0.70436
1.9106,-5.8007,-0.7298,0.20842
-6.799,4.8657,0.0762,0.09407
-4.7509,-6.8044,0.3447,0.09482
5.5466,-4.3473,-0.1786,0.17328
1.042,-2.0323,-0.6484,0.62551
-4.6397,-5.8039,0.6714,0.19881
-2.6202,-2.7093,-0.2907,0.37859
-2.5128,7.4906,0.1728,0.09591
-5.1091,4.2834,0.0721,0.2362
4.8273,-4.5294,-0.42,0.14866
-0.1352,8.1727,-0.1834,0.17136
-3.2914,-7.9023,0.3671,0.08735
4.1182,-5.4391,0.4054,0.25273
3.1721,5.0986,-0.0481,0.35605
1.9959,-9.331,-0.1907,0.09021
3.1926,-4.7906,-0.0363,0.22711
4.9135,2.0716,0.4147,0.2994
-1.2373,-8.447,0.0157,0.09615
-3.1349,-1.1277,-0.8972,0.47573
0.4357,-0.8846,1.3738,0.67527
-3.6278,-6.8163,0.2668,0.07146
7.8101,4.0241,-0.3167,0.13642
-0.3663,7.3084,0.0267,0.17813
0.295,-8.242,0.1854,0.07984
3.6077,-4.4642,0.2334,0.15695
2.7274,-2.0669,0.5178,0.4865
0.0619,0.7012,-2.5292,0.86749
3.0033,-4.3259,-0.2872,0.2801
4.9212,3.2565,-0.1321,0.2991
-0.7508,3.0799,0.2641,0.54645
-0.8874,-4.4929,-0.1153,0.28507
1.0409,6.7745,-0.0702,0.09074
-6.3899,-1.8743,-0.4064,0.21536
9.5343,-0.6408,-0.2969,0.06032
1.1644,-1.583,-1.4426,0.4715
-1.9509,3.4495,-0.0303,0.38437
-2.3825,-1.27,0.8867,0.51011
2.5133,6.321,-0.8091,0.23879
-4.2384,-6.1605,-0.2319,0.14231
7.1832,2.5339,-0.4159,0.16882
-0.5139,-1.9026,0.7598,0.30303
-6.5641,-2.8304,-0.0056,0.20431
-0.2486,-4.5828,-0.218,0.32999
-0.2184,-0.9491,-1.4887,1.00046
-2.6651,2.8988,-0.1312,0.31965
3.4957,-4.859,0.3981,0.2878
-4.9285,6.2769,-0.0446,0.21254
-0.1006,1.7868,0.5371,0.68883
5.933,7.6653,-0.0464,0.12534
-7.8526,4.8959,-0.1472,0.0806
-1.8588,-7.9995,-0.0844,0.11535
-1.0547,0.498,0.9496,0.83785
4.2943,1.7232,-0.3394,0.38194
-2.7545,-8.4846,-0.0535,0.13032
8.832,-0.2379,-0.1743,0.09501
-0.0753,6.2005,-0.2197,0.21814
1.4083,0.594,0.1869,1.11582
-1.2139,-3.1876,-0.0576,0.42051
0.6239,6.7273,0.0785,0.12428
-4.0836,1.76,-0.5822,0.20077
-1.7653,-2.8534,-2.0503,0.40887
4.8161,0.6691,0.626,0.40789
-0.5442,3.1127,0.4178,0.39142
7.1998,-1.0912,0.0416,0.11293
-7.1483,5.3877,0.2617,0.10087
-7.1464,0.4833,-0.0112,0.19063
0.448,-5.6702,0.5213,0.21933
3.5658,3.0838,-0.0072,0.36688
-3.214,-7.8499,0.367,0.09116
-0.8706,1.1472,-0.0615,0.91938
-4.8923,5.8145,-0.5318,0.14008
-5.5178,-2.0572,0.0191,0.12333
3.7924,-4.5353,0.8243,0.19328
-8.3349,4.4565,-0.1483,0.05523
-5.0186,1.0649,-0.8639,0.25334
-0.0756,-4.7496,-0.6419,0.33141
1.708,8.286,0.0497,0.09172
1.9322,1.5317,-0.2813,0.42357
5.4653,6.9795,0.0448,0.09909
2.0019,-2.5738,-0.1894,0.66142
-7.1866,-3.2637,-0.3937,0.14763
6.669,4.226,-0.0383,0.12932
-1.8985,7.4431,-0.0455,0.18166
-1.9038,-7.6511,-0.0943,0.08571
8.2208,3.5838,0.2036,0.08498
3.98,2.4169,0.3431,0.21577
-6.2595,0.0756,-0.211,0.21972
-2.2752,-4.3039,0.29,0.41996
4.5612,0.9797,-0.0051,0.34135
-4.5998,1.7787,0.1936,0.27298
7.7487,-0.324,0.1463,0.17904
-9.4181,0.9394,-0.3441,0.16427
-5.5558,-0.9808,-0.2061,0.26776
7.31,0.8055,-0.3439,0.17257
4.2855,-0.7983,0.4341,0.37106
-6.0218,-2.4138,0.2057,0.13509
5.8117,-4.0045,-0.9242,0.17578
3.4829,5.2019,-0.5145,0.21288
0.8096,2.3767,-0.0985,0.87713
-0.6727,1.0355,0.4083,0.70324
-4.7793,6.4351,-0.0786,0.09653
-4.7387,-7.5315,0.0147,0.06838
8.5174,5.4478,-0.1196,0.10553
0.8712,-0.9469,0.5645,0.32938
-4.8805,-5.4804,0.3423,0.09212
-0.4382,-4.7491,0.4754,0.25985
-9.0939,3.5507,-0.0439,0.06838
-5.7713,-2.2966,-0.427,0.19563
7.0175,5.4031,-0.0927,0.10113
1.7151,4.7905,-0.3233,0.2433
-0.2159,3.0355,0.8564,0.31397
8.4368,4.4549,0.5152,0.10113
5.0149,2.56,-0.1699,0.327
-4.4495,-4.7333,-0.3298,0.18323
5.1522,8.4267,0.1495,0.10186
1.5342,-1.9351,0.91,0.56789
1.0464,1.7285,0.7591,0.47412
-1.3824,-4.3288,-0.7623,0.42266
2.0596,-1.0851,-0.722,0.58863
3.5335,-9.5788,-0.2124,0.11747
-1.472,0.0106,-2.3332,0.83337
3.7898,4.9302,-0.4455,0.25176
-2.5104,-8.3417,0.0611,0.1067
7.142,6.3528,0.1529,0.12814
2.1678,-1.9247,-1.0667,0.47683
-0.4977,-7.8963,0.2492,0.09348
7.7472,-2.1862,0.2294,0.1536
-0.5588,-0.8533,1.2605,0.75573
0.4192,2.1512,-0.2804,0.50513
3.3259,-5.1946,0.2708,0.19534
3.1525,4.9361,-0.0185,0.26965
-0.2089,3.0632,0.9449,0.59123
5.5291,-3.0963,0.5301,0.23663
1.4789,5.8927,-0.0962,0.21094
-6.343,-3.9906,0.1914,0.24492
3.7302,-4.1116,-0.1008,0.30341
5.166,2.2484,0.366,0.13657
-6.0718,-0.1045,0.068,0.23621
8.8405,-0.3504,0.1829,0.13467
2.3982,-1.5901,1.0524,0.48352
-3.4021,3.706,0.2027,0.33691
7.1472,-1.023,-0.1546,0.13583
4.7087,1.1246,0.4605,0.33306
-5.8816,-3.7643,0.382,0.17895
2.5973,-5.1537,0.3319,0.29007
4.0218,-2.1717,0.0524,0.44746
-6.0035,-1.8536,-0.4584,0.22783
1.91,-5.6797,-0.0586,0.30834
0.9567,6.7608,-0.2007,0.14722
-2.8085,-8.5195,-0.0359,0.16832
5.5066,-4.2712,-0.0417,0.21947
2.3584,-0.3598,0.9562,0.32352
-6.0256,0.0013,-0.2604,0.21654
5.091,-4.8225,-0.1547,0.07645
3.3547,5.1267,0.6358,0.27723
-3.5861,-8.1002,0.0673,0.0839
7.4905,-1.1166,-0.1504,0.16373
-5.7965,5.5862,0.2539,0.07058
-1.3055,-9.135,-0.5417,0.1281
3.1207,-5.1487,-0.2644,0.19443
0.6399,-1.363,-0.1972,0.67627
-0.9484,-9.2118,0.2129,0.11483
7.7437,0.5617,0.3258,0.1417
4.3672,3.3218,-0.3466,0.28097
-5.4955,0.518,0.2506,0.15501
-2.4018,-2.2105,0.1054,0.33819
-7.3653,4.8272,-0.1267,0.06886
-4.4195,2.9744,0.4439,0.27322
9.3375,2.0414,-0.1919,0.07126
-8.8788,3.3615,-0.0221,0.0886
-3.2565,2.404,-1.1364,0.48345
6.6583,-2.8916,-0.154,0.23541
-4.8463,7.0886,0.7673,0.0863
-4.108,2.2374,0.2255,0.35102
6.3437,4.7786,0.0183,0.13573
-4.4974,7.0603,-0.5811,0.15324
-4.8199,0.2618,0.351,0.18734
8.2342,2.1171,0.351,0.15121
-5.4511,5.8129,-0.0506,0.17121
-4.7252,2.3231,-0.0627,0.23359
-1.9943,-1.8603,0.6023,0.26494
3.8817,0.1669,-0.8799,0.38877
-6.1021,-1.2508,0.0978,0.28591
8.4686,3.5999,0.0465,0.10325
3.1429,4.222,-0.1265,0.22869
-4.4516,1.1145,0.2253,0.35064
-1.861,-0.6641,-0.7188,0.57452
-3.1477,7.9743,-0.5315,0.11771
-1.1555,-8.4761,0.1449,0.12717
0.1016,-4.727,0.6216,0.33664
3.3034,5.7378,0.1706,0.24522
-3.4109,-7.22,0.5983,0.1859
-2.067,-3.0527,-0.0239,0.26865
2.8294,3.7984,-0.3236,0.15052
-5.1127,2.417,0.5126,0.27236
1.6912,-5.2977,-0.106,0.2694
-5.4152,7.2171,0.0846,0.12248
1.5993,0.3238,-0.6225,0.64145
7.7021,-2.8918,-0.2146,0.14334
-7.2573,4.9674,0.0137,0.11185
0.6536,1.208,-1.0538,0.4832
0.5857,-4.3369,-1.0161,0.35319
1.0991,-1.4199,0.7631,0.6653
1.0736,1.1446,0.4096,0.68665
4.7859,-4.7249,-0.26,0.26634
-7.7599,3.7021,0.4761,0.145
-1.3578,3.1142,-0.2866,0.38871
8.105,1.339,-0.0522,0.1109
-1.079,8.3362,0.1665,0.10136
-4.3951,1.8401,0.5435,0.30007
4.6423,-4.3193,0.2502,0.20152
-6.4398,6.8957,-0.3187,0.13595
-0.0761,2.7476,0.1092,0.39253
-2.1429,-0.121,-0.8279,0.61412
-0.7216,7.4062,-0.1399,0.16652
-1.9744,-8.8429,0.2667,0.08535
1.8157,-4.8921,-0.3901,0.17791
-5.4272,6.1987,-0.0115,0.16687
-4.1888,2.8422,0.2383,0.35163
7.3375,7.0413,-0.1743,0.1029
-2.2661,7.8091,0.0574,0.10318
1.3478,-9.2815,0.168,0.07414
-0.0156,-5.5637,-0.0204,0.31207
2.6284,5.3309,-0.7721,0.2655
-4.2565,1.7931,0.5178,0.38791
-2.4368,-0.6372,-0.2734,0.44076
-2.6235,7.848,-0.2507,0.18183
-6.2297,0.8072,-0.4492,0.21514
7.1971,3.5456,0.122,0.11793
3.203,4.2572,-0.2548,0.25012
-5.0828,-4.8608,-0.0057,0.1805
8.7199,0.002,0.315,0.10418
0.0069,7.2455,-0.1989,0.11558
1.1639,2.3776,-0.8268,0.56273
4.9973,-4.3335,-0.0927,0.21179
-0.3493,6.632,-0.0805,0.14016
0.3807,2.0739,-1.3092,0.72674
4.1986,-4.0372,-0.6302,0.22971
1.8443,-0.7266,0.5438,0.61774
-2.7194,3.1358,0.2166,0.47544
8.1442,4.4555,-0.2488,0.10688
1.4487,6.7575,-0.0942,0.27574
-1.9577,3.087,-0.2368,0.51347
-1.7451,-2.5774,0.0387,0.3972
-7.568,3.8698,0.3563,0.10933
0.8289,2.5197,0.3152,0.55577
-2.2837,-3.0832,-0.6864,0.44871
3.1276,4.5368,0.9539,0.25067
-3.7169,-7.1803,-0.1647,0.12645
0.7582,-4.8971,0.6584,0.21114
-1.5224,6.8435,0.3174,0.16281
-3.1811,2.891,0.2533,0.38492
7.3395,3.0018,-0.5707,0.13764
-0.2699,-0.4727,0.3173,1.0158
-4.8266,-5.4047,0.402,0.14001
4.9164,-3.8075,-0.1745,0.18624
-1.5452,6.6131,0.199,0.09068
0.1749,-9.0036,-0.1647,0.15361
-1.7409,-0.5642,-0.1014,0.65811
-7.6598,3.2155,0.2859,0.08269
-3.6193,-5.7882,-0.2262,0.11412
7.8087,3.1356,0.0889,0.16449
3.7791,-0.025,1.2337,0.38273
0.177,3.669,0.6714,0.42293
8.5085,-0.8774,0.3293,0.14653
-2.9026,6.7705,-0.3069,0.08564
-5.8563,-1.2967,-0.505,0.30756
-0.2837,-0.0389,-2.4005,0.79151
2.6205,4.4468,0.2878,0.23605
-0.0597,-9.6167,-0.1343,0.06
7.1127,0.8699,0.2455,0.19218
-5.6657,5.5889,-0.1686,0.132
0.5511,2.0319,-2.3058,0.86467
8.0056,-1.2722,-0.2812,0.18545
0.3071,6.4555,0.6031,0.22673
0.6359,2.0353,0.9616,0.76734
7.8547,5.0719,0.4161,0.1037
2.6944,-1.1167,0.4895,0.31796
-3.1086,3.2133,0.5262,0.20705
-1.0805,-5.1919,-0.0635,0.20117
-0.5346,-0.8859,-1.0364,0.93345
-0.8548,-8.2365,-0.0267,0.12044
7.9442,1.5723,-0.2082,0.1515
-4.7481,5.972,0.1828,0.15178
-1.8742,3.011,0.5443,0.44362
-0.8081,-3.6499,-0.8299,0.35351
0.3306,-1.0083,-0.7526,0.94534
3.6155,-9.7507,-0.3282,0.11499
-2.2304,-0.3513,0.5406,0.7177
-4.1906,7.0401,-0.0843,0.11187
1.65,-9.2338,0.109,0.13066
9.0365,0.2556,-0.4363,0.11481
4.0166,0.6014,0.5481,0.45999
1.0177,1.4767,-0.5478,0.70329
6.9306,-3.6815,-0.365,0.17602
3.9243,-0.7533,-0.5506,0.49642
-2.1085,4.1505,-0.4405,0.36646
7.0295,-3.5503,0.0882,0.19501
4.6295,1.4009,-1.1382,0.25183
0.9016,2.1886,-0.2134,0.64801
-1.6204,0.2428,0.3601,0.71464
-0.7566,7.5131,0.0485,0.12937
-0.9665,4.7538,0.1748,0.3951
-2.991,-1.1077,-0.9114,0.57728
0.1779,-1.7519,0.308,0.5496
-1.0566,3.7684,-0.8532,0.50452
-2.6494,-0.1482,-0.8131,0.35395
4.5803,1.6381,-0.0104,0.29961
-0.7458,2.4131,2.1069,0.70706
0.504,-5.7371,0.1593,0.23554
-2.5434,6.4777,-0.0524,0.19953
0.6522,2.5035,-1.4943,0.5714
8.3264,0.8914,-0.1938,0.11493
0.1906,-0.4042,-0.6139,0.85209
0.603,2.239,-1.0115,0.58618
6.2449,-2.634,-0.6285,0.24522
1.6769,-2.0709,-0.1201,0.61149
-5.303,1.593,-0.3331,0.17701
7.0695,3.8109,0.0523,0.07954
-4.3232,6.6693,0.0949,0.09786
-0.157,1.8303,0.6568,0.53626
-1.632,-4.6983,0.1685,0.31099
0.204,6.8934,-0.3886,0.16763
0.2372,-9.7104,-0.0523,0.12869
-0.9168,-4.5541,0.1506,0.19912
3.0801,-1.1732,0.3884,0.26146
-5.739,-6.2086,0.0907,0.13368
-1.2927,-3.5376,0.1922,0.3552
-5.7925,5.7035,-0.2749,0.11598
-0.4233,3.2499,0.1835,0.35359
8.0017,-0.1949,-0.3633,0.10699
2.6378,-1.9575,0.4258,0.46025
-5.7963,-3.7579,0.0028,0.1878
-1.7283,-0.5379,1.0691,0.59064
4.023,3.3851,0.0488,0.33623
1.1363,1.2021,0.2479,0.5593
-1.2148,0.2927,-0.4777,0.97081
3.7869,0.3974,-0.6173,0.26127
-4.9955,-5.4944,-0.0549,0.12391
4.93,-3.6617,-0.7878,0.26842
-1.5743,7.6944,-0.0982,0.1816
-0.1905,3.5539,1.7129,0.51123
8.1274,4.3095,0.2982,0.13836
-2.2088,6.3007,-0.0211,0.25509
-3.9771,2.0731,0.1695,0.43337
-1.7745,-4.4732,0.1821,0.30463
4.1449,4.1496,-0.4403,0.21116
-6.3631,-2.907,-0.0316,0.1911
-2.0349,-3.3741,-1.3033,0.39409
-4.6198,7.2356,0.1053,0.15655
-4.6688,0.8373,0.3726,0.28269
8.3868,1.4537,-0.0995,0.07912
-8.6917,2.5351,0.1985,0.0694
-5.7501,-1.6225,-0.5083,0.1549
4.5569,-5.3504,0.0628,0.16252
-9.4321,2.8098,0.0129,0.0962
-3.0301,-7.9844,-0.1573,0.07787
-0.3119,-4.8993,0.983,0.39171
4.4419,2.1928,1.054,0.32208
-2.4918,3.3989,-0.4343,0.33304
3.3562,-4.3862,0.3119,0.27442
-3.1817,6.7439,0.2147,0.21984
-1.0889,4.235,0.1531,0.20703
8.6839,1.9001,0.2441,0.08863
4.452,1.6481,-0.166,0.26949
-0.1484,-9.0055,-0.0739,0.07229
7.2054,4.2592,-0.2514,0.09749
3.9616,3.7228,-0.3671,0.25608
-0.9547,3.7375,-0.6716,0.37681
0.054,-5.0718,-0.0556,0.30069
-6.0781,4.7195,-0.1101,0.15905
-1.5359,-9.1517,-0.4045,0.10282
4.5851,-4.7205,0.2305,0.21117
1.5565,-1.45,3.2306,0.63027
-5.2567,1.8861,-0.2752,0.22028
6.6107,-2.8041,0.3579,0.11935
-10.3443,1.169,0.2124,0.08689
-3.1663,3.7474,-0.0647,0.36196
-2.4854,-2.2147,-0.4605,0.26353
-2.5749,7.9166,-0.1229,0.15832
-4.3776,-7.1374,-0.3947,0.12696
-0.3067,-4.2181,-0.3596,0.43213
-1.5416,7.4317,0.0902,0.1931
-5.4051,1.9057,0.285,0.23377
1.924,-5.2207,-1.4718,0.24329
-7.047,4.3796,-0.2733,0.12874
-2.6487,3.1103,0.52,0.32343
5.2274,-4.7269,0.0097,0.20432
3.1455,-0.3897,0.453,0.35808
-0.2402,-9.6723,0.0876,0.08297
7.5416,4.8934,0.0484,0.09114
-8.6982,2.6153,-0.105,0.11033
0.6462,0.9666,-0.9139,1.12594
1.5654,-5.1371,0.1116,0.28864
-0.195,7.6755,-0.0421,0.16574
1.321,1.347,0.2048,0.65493
7.337,-2.237,0.2787,0.16856
-7.5105,2.9202,0.0053,0.05199
3.8165,-8.8179,-0.1517,0.06785
-2.6429,-2.5177,0.5674,0.46759
-9.9512,0.9195,0.0733,0.08832
-2.1194,4.3326,-1.1183,0.36498
0.3259,-4.1705,-0.4112,0.34276
-1.7961,8.1703,-0.1397,0.13478
-6.1944,0.0469,1.1033,0.28234
6.2222,2.3207,0.0235,0.18545
4.2337,0.3576,-1.2421,0.43833
0.4722,2.1732,-0.7716,0.56325
-0.4108,-5.3644,0.3612,0.27936
0.7607,7.686,0.1026,0.19212
-2.0474,3.0505,0.0605,0.40049
-0.3655,-4.8861,-0.5309,0.35655
3.1707,-1.9885,-0.5636,0.35401
-3.0077,-8.0354,-0.5314,0.11539
-0.9579,-4.6153,0.1882,0.18526
-8.1651,3.7659,0.1162,0.08013
-0.9865,2.2881,-0.4258,0.56088
-2.5032,-4.4219,-0.5307,0.362
2.0791,-1.952,1.0895,0.43337
1.7023,-9.2719,0.1162,0.05453
-1.1963,-0.9261,-0.4387,0.70732
3.5034,5.4074,0.2156,0.16721
-2.0892,-8.2518,-0.2511,0.07423
2.849,-5.0019,-0.1398,0.25113
-7.0167,4.391,0.0734,0.1152
-6.7646,-2.9217,-0.0284,0.20986
0.9529,-5.2445,0.5432,0.3868
-0.1923,-0.3606,0.6827,0.86777
-6.6948,-3.4748,0.1714,0.19548
-0.9553,-5.0946,0.3329,0.29478
-8.9941,4.9414,-0.019,0.10228
-5.1877,1.3816,0.0231,0.22341
7.1225,5.2546,-0.3721,0.08443
0.5419,5.9264,-0.7718,0.10423
-0.0376,-9.4676,-0.048,0.12269
5.7468,6.367,-0.1555,0.12313
4.6106,0.8376,-0.0932,0.44644
-2.494,3.063,-1.603,0.33841
1.4609,-5.0214,0.4354,0.34777
-6.7029,4.0207,-0.262,0.09364
-6.9998,0.0541,0.1451,0.22141
5.2443,-4.2501,0.0036,0.17401
0.7316,-1.0663,-0.9747,0.69354
1.3298,-0.2892,-0.0732,0.69682
-0.1664,-4.1246,-0.5009,0.39628
-5.458,6.1414,0.118,0.13725
0.2758,0.0213,-0.0865,1.01916
-1.1835,-6.0386,0.0169,0.19955
-5.9087,6.5583,0.1575,0.17409
-3.0261,2.6051,0.7492,0.31331
8.0758,-0.1385,0.0566,0.09593
4.5996,1.5636,-0.411,0.32341
